nodes,techs,carriers,timesteps,flow_out
region1,ccgt,power,2005-01-02 13:00:00,27756.473
region1,ccgt,power,2005-01-02 14:00:00,28705.337
region1,ccgt,power,2005-01-02 15:00:00,29999.689
region1,ccgt,power,2005-01-02 16:00:00,30000.0
region1,ccgt,power,2005-01-02 17:00:00,30000.0
region1,ccgt,power,2005-01-02 18:00:00,29560.873
region1,ccgt,power,2005-01-02 19:00:00,28021.721
region1,ccgt,power,2005-01-02 20:00:00,30000.0
region1,ccgt,power,2005-01-02 21:00:00,30000.0
region1,ccgt,power,2005-01-02 22:00:00,30000.0
region1,ccgt,power,2005-01-02 23:00:00,30000.0
region1,ccgt,power,2005-01-03 00:00:00,29635.881
region1,ccgt,power,2005-01-03 01:00:00,29378.585
region1,ccgt,power,2005-01-03 02:00:00,29474.441
region1,ccgt,power,2005-01-03 03:00:00,30000.0
region1,ccgt,power,2005-01-03 04:00:00,30000.0
region1,ccgt,power,2005-01-03 05:00:00,30000.0
region1,ccgt,power,2005-01-03 06:00:00,30000.0
region1,ccgt,power,2005-01-03 07:00:00,30000.0
region1,ccgt,power,2005-01-03 08:00:00,30000.0
region1,ccgt,power,2005-01-03 09:00:00,30000.0
region1,ccgt,power,2005-01-03 10:00:00,30000.0
region1,ccgt,power,2005-01-03 11:00:00,30000.0
region1,ccgt,power,2005-01-03 12:00:00,30000.0
region1,ccgt,power,2005-01-03 13:00:00,30000.0
region1,ccgt,power,2005-01-03 14:00:00,30000.0
region1,ccgt,power,2005-01-03 15:00:00,30000.0
region1,ccgt,power,2005-01-03 16:00:00,30000.0
region1,ccgt,power,2005-01-03 17:00:00,30000.0
region1,ccgt,power,2005-01-03 18:00:00,30000.0
region1,ccgt,power,2005-01-03 19:00:00,30000.0
region1,ccgt,power,2005-01-03 20:00:00,30000.0
region1,ccgt,power,2005-01-03 21:00:00,30000.0
region1,ccgt,power,2005-01-03 22:00:00,30000.0
region1,ccgt,power,2005-01-03 23:00:00,30000.0
region1,ccgt,power,2005-01-04 00:00:00,30000.0
region1,ccgt,power,2005-01-04 01:00:00,29972.377
region1,ccgt,power,2005-01-04 02:00:00,30000.0
region1,ccgt,power,2005-01-04 03:00:00,30000.0
region1,ccgt,power,2005-01-04 04:00:00,30000.0
region1,ccgt,power,2005-01-04 05:00:00,30000.0
region1,ccgt,power,2005-01-04 06:00:00,30000.0
region1,ccgt,power,2005-01-04 07:00:00,30000.0
region1,ccgt,power,2005-01-04 08:00:00,30000.0
region1,ccgt,power,2005-01-04 09:00:00,30000.0
region1,ccgt,power,2005-01-04 10:00:00,30000.0
region1,ccgt,power,2005-01-04 11:00:00,30000.0
region1,ccgt,power,2005-01-04 12:00:00,30000.0
region1,ccgt,power,2005-01-04 13:00:00,30000.0
region1,ccgt,power,2005-01-04 14:00:00,30000.0
region1,ccgt,power,2005-01-04 15:00:00,30000.0
region1,ccgt,power,2005-01-04 16:00:00,30000.0
region1,ccgt,power,2005-01-04 17:00:00,30000.0
region1,ccgt,power,2005-01-04 18:00:00,30000.0
region1,ccgt,power,2005-01-04 19:00:00,30000.0
region1,ccgt,power,2005-01-04 20:00:00,30000.0
region1,ccgt,power,2005-01-04 21:00:00,30000.0
region1,ccgt,power,2005-01-04 22:00:00,30000.0
region1,ccgt,power,2005-01-04 23:00:00,30000.0
region1,ccgt,power,2005-01-05 00:00:00,30000.0
region1,ccgt,power,2005-01-05 01:00:00,30000.0
region1,ccgt,power,2005-01-05 02:00:00,30000.0
region1,ccgt,power,2005-01-05 03:00:00,30000.0
region1,ccgt,power,2005-01-05 04:00:00,30000.0
region1,ccgt,power,2005-01-05 05:00:00,30000.0
region1,ccgt,power,2005-01-05 06:00:00,30000.0
region1,ccgt,power,2005-01-05 07:00:00,30000.0
region1,ccgt,power,2005-01-05 08:00:00,30000.0
region1,ccgt,power,2005-01-05 09:00:00,30000.0
region1,ccgt,power,2005-01-05 10:00:00,30000.0
region1,ccgt,power,2005-01-05 11:00:00,30000.0
region1,ccgt,power,2005-01-05 12:00:00,30000.0
region1,ccgt,power,2005-01-05 13:00:00,30000.0
region1,ccgt,power,2005-01-05 14:00:00,30000.0
region1,ccgt,power,2005-01-05 15:00:00,30000.0
region1,ccgt,power,2005-01-05 16:00:00,30000.0
region1,ccgt,power,2005-01-05 17:00:00,30000.0
region1,ccgt,power,2005-01-05 18:00:00,30000.0
region1,ccgt,power,2005-01-05 19:00:00,29561.305
region1,ccgt,power,2005-01-05 20:00:00,27709.28
region1,ccgt,power,2005-01-05 21:00:00,25234.128
region1,ccgt,power,2005-01-05 22:00:00,23042.504
region1,ccgt,power,2005-01-05 23:00:00,22834.531
region1,region1_to_region1_1,power,2005-01-01 00:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 01:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 02:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 03:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 04:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 05:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 06:00:00,0.0
region1,region1_to_region1_1,power,2005-01-01 07:00:00,988.52682
region1,region1_to_region1_1,power,2005-01-01 08:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 09:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 10:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 11:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 12:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 13:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 14:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 15:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 16:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 17:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 18:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 19:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 20:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 21:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-01 22:00:00,6851.1822
region1,region1_to_region1_1,power,2005-01-01 23:00:00,0.0
region1,region1_to_region1_1,power,2005-01-02 00:00:00,0.0
region1,region1_to_region1_1,power,2005-01-02 01:00:00,0.0
region1,region1_to_region1_1,power,2005-01-02 02:00:00,0.0
region1,region1_to_region1_1,power,2005-01-02 03:00:00,0.0
region1,region1_to_region1_1,power,2005-01-02 04:00:00,0.0
region1,region1_to_region1_1,power,2005-01-02 05:00:00,1849.0494
region1,region1_to_region1_1,power,2005-01-02 06:00:00,3665.9995
region1,region1_to_region1_1,power,2005-01-02 07:00:00,4892.3845
region1,region1_to_region1_1,power,2005-01-02 08:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 09:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 10:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 11:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 12:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 13:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 14:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 15:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 16:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 17:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 18:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 19:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-02 20:00:00,5291.0235
region1,region1_to_region1_1,power,2005-01-02 21:00:00,2939.792
region1,region1_to_region1_1,power,2005-01-02 22:00:00,893.48
region1,region1_to_region1_1,power,2005-01-02 23:00:00,0.0
region1,region1_to_region1_1,power,2005-01-03 00:00:00,0.0
region1,region1_to_region1_1,power,2005-01-03 01:00:00,0.0
region1,region1_to_region1_1,power,2005-01-03 02:00:00,0.0
region1,region1_to_region1_1,power,2005-01-03 03:00:00,0.0
region1,region1_to_region1_1,power,2005-01-03 04:00:00,1607.2414
region1,region1_to_region1_1,power,2005-01-03 05:00:00,4470.9854
region1,region1_to_region1_1,power,2005-01-03 06:00:00,6429.4555
region1,region1_to_region1_1,power,2005-01-03 07:00:00,7491.4085
region1,region1_to_region1_1,power,2005-01-03 08:00:00,8141.472
region1,region1_to_region1_1,power,2005-01-03 09:00:00,8436.096
region1,region1_to_region1_1,power,2005-01-03 10:00:00,8172.7115
region1,region1_to_region1_1,power,2005-01-03 11:00:00,7865.5755
region1,region1_to_region1_1,power,2005-01-03 12:00:00,7715.2974
region1,region1_to_region1_1,power,2005-01-03 13:00:00,8009.2569
region1,region1_to_region1_1,power,2005-01-03 14:00:00,8926.3205
region1,region1_to_region1_1,power,2005-01-03 15:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-03 16:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-03 17:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-03 18:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-03 19:00:00,8083.2409
region1,region1_to_region1_1,power,2005-01-03 20:00:00,6314.1689
region1,region1_to_region1_1,power,2005-01-03 21:00:00,4065.3689
region1,region1_to_region1_1,power,2005-01-03 22:00:00,2202.0889
region1,region1_to_region1_1,power,2005-01-03 23:00:00,991.91294
region1,region1_to_region1_1,power,2005-01-04 00:00:00,265.38494
region1,region1_to_region1_1,power,2005-01-04 01:00:00,0.0
region1,region1_to_region1_1,power,2005-01-04 02:00:00,95.400941
region1,region1_to_region1_1,power,2005-01-04 03:00:00,643.27294
region1,region1_to_region1_1,power,2005-01-04 04:00:00,2579.8119
region1,region1_to_region1_1,power,2005-01-04 05:00:00,5088.9374
region1,region1_to_region1_1,power,2005-01-04 06:00:00,7077.2635
region1,region1_to_region1_1,power,2005-01-04 07:00:00,8110.5765
region1,region1_to_region1_1,power,2005-01-04 08:00:00,8726.528
region1,region1_to_region1_1,power,2005-01-04 09:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-04 10:00:00,8854.5129
region1,region1_to_region1_1,power,2005-01-04 11:00:00,8535.8155
region1,region1_to_region1_1,power,2005-01-04 12:00:00,8404.6414
region1,region1_to_region1_1,power,2005-01-04 13:00:00,8587.8009
region1,region1_to_region1_1,power,2005-01-04 14:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-04 15:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-04 16:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-04 17:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-04 18:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-04 19:00:00,8594.6009
region1,region1_to_region1_1,power,2005-01-04 20:00:00,6875.0809
region1,region1_to_region1_1,power,2005-01-04 21:00:00,4535.9129
region1,region1_to_region1_1,power,2005-01-04 22:00:00,2594.1049
region1,region1_to_region1_1,power,2005-01-04 23:00:00,1314.6169
region1,region1_to_region1_1,power,2005-01-05 00:00:00,604.20094
region1,region1_to_region1_1,power,2005-01-05 01:00:00,336.18494
region1,region1_to_region1_1,power,2005-01-05 02:00:00,456.26494
region1,region1_to_region1_1,power,2005-01-05 03:00:00,1043.7849
region1,region1_to_region1_1,power,2005-01-05 04:00:00,3305.5449
region1,region1_to_region1_1,power,2005-01-05 05:00:00,6210.5635
region1,region1_to_region1_1,power,2005-01-05 06:00:00,7625.4235
region1,region1_to_region1_1,power,2005-01-05 07:00:00,8659.2325
region1,region1_to_region1_1,power,2005-01-05 08:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 09:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 10:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 11:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 12:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 13:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 14:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 15:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 16:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 17:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 18:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 19:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 20:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 21:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 22:00:00,9000.0
region1,region1_to_region1_1,power,2005-01-05 23:00:00,7998.4934
region1,region1_to_region1_2,power,2005-01-01 00:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 01:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 02:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 03:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 04:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 05:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 06:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 07:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 08:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 09:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 10:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 11:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 12:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 13:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 14:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 15:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 16:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 17:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 18:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 19:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 20:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 21:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 22:00:00,0.0
region1,region1_to_region1_2,power,2005-01-01 23:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 00:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 01:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 02:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 03:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 04:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 05:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 06:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 07:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 08:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 09:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 10:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 11:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 12:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 13:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 14:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 15:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 16:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 17:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 18:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 19:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 20:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 21:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 22:00:00,0.0
region1,region1_to_region1_2,power,2005-01-02 23:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 00:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 01:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 02:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 03:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 04:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 05:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 06:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 07:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 08:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 09:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 10:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 11:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 12:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 13:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 14:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 15:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 16:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 17:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 18:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 19:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 20:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 21:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 22:00:00,0.0
region1,region1_to_region1_2,power,2005-01-03 23:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 00:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 01:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 02:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 03:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 04:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 05:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 06:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 07:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 08:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 09:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 10:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 11:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 12:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 13:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 14:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 15:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 16:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 17:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 18:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 19:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 20:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 21:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 22:00:00,0.0
region1,region1_to_region1_2,power,2005-01-04 23:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 00:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 01:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 02:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 03:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 04:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 05:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 06:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 07:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 08:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 09:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 10:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 11:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 12:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 13:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 14:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 15:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 16:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 17:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 18:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 19:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 20:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 21:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 22:00:00,0.0
region1,region1_to_region1_2,power,2005-01-05 23:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 00:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 01:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 02:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 03:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 04:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 05:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 06:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 07:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 08:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 09:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 10:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 11:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 12:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 13:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 14:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 15:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 16:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 17:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 18:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 19:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 20:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 21:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 22:00:00,0.0
region1,region1_to_region1_3,power,2005-01-01 23:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 00:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 01:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 02:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 03:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 04:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 05:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 06:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 07:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 08:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 09:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 10:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 11:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 12:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 13:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 14:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 15:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 16:00:00,66.289882
region1,region1_to_region1_3,power,2005-01-02 17:00:00,36.665412
region1,region1_to_region1_3,power,2005-01-02 18:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 19:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 20:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 21:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 22:00:00,0.0
region1,region1_to_region1_3,power,2005-01-02 23:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 00:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 01:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 02:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 03:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 04:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 05:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 06:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 07:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 08:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 09:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 10:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 11:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 12:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 13:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 14:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 15:00:00,217.25741
region1,region1_to_region1_3,power,2005-01-03 16:00:00,1714.3059
region1,region1_to_region1_3,power,2005-01-03 17:00:00,1401.0814
region1,region1_to_region1_3,power,2005-01-03 18:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 19:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 20:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 21:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 22:00:00,0.0
region1,region1_to_region1_3,power,2005-01-03 23:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 00:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 01:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 02:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 03:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 04:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 05:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 06:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 07:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 08:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 09:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 10:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 11:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 12:00:00,0.0
region1,region1_to_region1_3,power,2005-01-04 13:00:00,0.0
